Time_IV(s),Voltage(V),Current(A),Time_Optical(s),OpticalSignal
138.420000,0.141296,0.156067,,
138.430000,0.141602,0.156372,,
138.440000,0.142059,0.156738,,
138.450000,0.142212,0.157074,,
138.460000,0.142517,0.157379,,
138.470000,0.142822,0.157715,,
138.480000,0.143127,0.158051,,
138.490000,0.143433,0.158325,,
138.500000,0.143585,0.158569,,
138.510000,0.144043,0.158875,,
138.520000,0.144348,0.159271,,
138.530000,0.144501,0.159546,,
138.540000,0.144958,0.159912,,
138.550000,0.145111,0.160217,,
138.560000,0.145416,0.160614,,
138.570000,0.145721,0.160919,,
138.580000,0.146179,0.161285,,
138.590000,0.146332,0.161591,,
138.600000,0.146790,0.161987,,
138.610000,0.146942,0.162292,,
138.620000,0.147247,0.162598,,
138.630000,0.147552,0.162933,,
138.640000,0.147858,0.163269,,
138.650000,0.148163,0.163605,,
138.660000,0.148468,0.163971,,
138.670000,0.148773,0.164307,,
138.680000,0.149078,0.164642,,
138.690000,0.149384,0.164978,,
138.700000,0.149689,0.165314,,
138.710000,0.150146,0.165680,,
138.720000,0.150299,0.165955,,
138.730000,0.150604,0.166321,,
138.740000,0.150909,0.166565,,
138.750000,0.151062,0.166779,,
138.760000,0.151367,0.167114,,
138.770000,0.151672,0.167480,,
138.780000,0.151978,0.167816,,
138.790000,0.152283,0.168152,,
138.800000,0.152588,0.168488,,
138.810000,0.152893,0.168823,,
138.820000,0.153198,0.169159,,
138.830000,0.153503,0.169464,,
138.840000,0.153809,0.169830,,
138.850000,0.154114,0.170135,,
138.860000,0.154419,0.170471,,
138.870000,0.154724,0.170837,,
138.880000,0.155029,0.171173,,
138.890000,0.155334,0.171509,,
138.900000,0.155640,0.171814,,
138.910000,0.155945,0.172150,,
138.920000,0.156250,0.172516,,
138.930000,0.156555,0.172821,,
138.940000,0.156860,0.173187,,
138.950000,0.157166,0.173492,,
138.960000,0.157471,0.173828,,
138.970000,0.157776,0.174194,,
138.980000,0.158081,0.174530,,
138.990000,0.158386,0.174774,,
139.000000,0.158539,0.175049,,
139.010000,0.158997,0.175537,,
139.020000,0.159302,0.175873,,
139.030000,0.159607,0.176178,,
139.040000,0.160065,0.176605,,
139.050000,0.160217,0.176819,,
139.060000,0.160522,0.177185,,
139.070000,0.160828,0.177582,,
139.080000,0.161133,0.177887,,
139.090000,0.161438,0.178253,,
139.100000,0.161743,0.178589,,
139.110000,0.162048,0.178894,,
139.120000,0.162354,0.179230,,
139.130000,0.162659,0.179565,,
139.140000,0.162964,0.179932,,
139.150000,0.163269,0.180237,,
139.160000,0.163574,0.180542,,
139.170000,0.163879,0.180908,,
139.180000,0.164185,0.181244,,
139.190000,0.164490,0.181549,,
139.200000,0.164795,0.181976,,
139.210000,0.165100,0.182190,,
139.220000,0.165405,0.182556,,
139.230000,0.165710,0.182892,,
139.240000,0.166016,0.183167,,
139.250000,0.166168,0.183411,,
139.260000,0.166473,0.183716,,
139.270000,0.166779,0.184052,,
139.280000,0.167084,0.184418,,
139.290000,0.167389,0.184723,,
139.300000,0.167694,0.185059,,
139.310000,0.167999,0.185425,,
139.320000,0.168304,0.185760,,
139.330000,0.168610,0.186066,,
139.340000,0.168915,0.186401,,
139.350000,0.169220,0.186737,,
139.360000,0.169525,0.187103,,
139.370000,0.169830,0.187439,,
139.380000,0.170135,0.187744,,
139.390000,0.170441,0.188080,,
139.400000,0.170746,0.188446,,
139.410000,0.171051,0.188812,,
139.420000,0.171356,0.189117,,
139.430000,0.171661,0.189453,,
139.440000,0.171967,0.189758,,
139.450000,0.172272,0.190125,,
139.460000,0.172577,0.190430,,
139.470000,0.172882,0.190765,,
139.480000,0.173187,0.191132,,
139.490000,0.173340,0.191406,,
139.500000,0.173645,0.191620,,
139.510000,0.173950,0.191956,,
139.520000,0.174255,0.192322,,
139.530000,0.174561,0.192627,,
139.540000,0.174866,0.192963,,
139.550000,0.175171,0.193298,,
139.560000,0.175476,0.193665,,
139.570000,0.175781,0.193970,,
139.580000,0.176086,0.194275,,
139.590000,0.176392,0.194641,,
139.600000,0.176544,0.194977,,
139.610000,0.177002,0.195313,,
139.620000,0.177307,0.195679,,
139.630000,0.177460,0.195953,,
139.640000,0.177917,0.196320,,
139.650000,0.178223,0.196655,,
139.660000,0.178528,0.196991,,
139.670000,0.178833,0.197296,,
139.680000,0.179138,0.197632,,
139.690000,0.179291,0.197968,,
139.700000,0.179749,0.198364,,
139.710000,0.179901,0.198700,,
139.720000,0.180359,0.199005,,
139.730000,0.180664,0.199341,,
139.740000,0.180817,0.199615,,
139.750000,0.181122,0.199860,,
139.760000,0.181274,0.200165,,
139.770000,0.181732,0.200470,,
139.780000,0.181885,0.200867,,
139.790000,0.182190,0.201141,,
139.800000,0.182495,0.201508,,
139.810000,0.182800,0.201843,,
139.820000,0.183258,0.202209,,
139.830000,0.183411,0.202545,,
139.840000,0.183868,0.202850,,
139.850000,0.184021,0.203186,,
139.860000,0.184326,0.203491,,
139.870000,0.184631,0.203857,,
139.880000,0.184937,0.204193,,
139.890000,0.185394,0.204529,,
139.900000,0.185547,0.204895,,
139.910000,0.185852,0.205231,,
139.920000,0.186310,0.205566,,
139.930000,0.186462,0.205872,,
139.940000,0.186768,0.206238,,
139.950000,0.187073,0.206482,,
139.960000,0.187378,0.206879,,
139.970000,0.187683,0.207184,,
139.980000,0.188141,0.207581,,
139.990000,0.188293,0.207825,,
140.000000,0.188446,0.208008,,
140.010000,0.188751,0.208374,,
140.020000,0.189056,0.208710,,
140.030000,0.189362,0.209076,,
140.040000,0.189667,0.209351,,
140.050000,0.189972,0.209747,,
140.060000,0.190277,0.210052,,
140.070000,0.190582,0.210419,,
140.080000,0.190887,0.210754,,
140.090000,0.191193,0.211090,,
140.100000,0.191498,0.211426,,
140.110000,0.191803,0.211761,,
140.120000,0.192108,0.212097,,
140.130000,0.192413,0.212402,,
140.140000,0.192719,0.212708,,
140.150000,0.193024,0.213043,,
140.160000,0.193329,0.213440,,
140.170000,0.193634,0.213776,,
140.180000,0.193939,0.214111,,
140.190000,0.194244,0.214447,,
140.200000,0.194550,0.214783,,
140.210000,0.194855,0.215088,,
140.220000,0.195160,0.215485,,
140.230000,0.195465,0.215759,,
140.240000,0.195618,0.216064,,
140.250000,0.195923,0.216248,,
140.260000,0.196228,0.216644,,
140.270000,0.196533,0.216949,,
140.280000,0.196838,0.217255,,
140.290000,0.197144,0.217651,,
140.300000,0.197449,0.217957,,
140.310000,0.197754,0.218323,,
140.320000,0.198059,0.218628,,
140.330000,0.198364,0.218964,,
140.340000,0.198669,0.219330,,
140.350000,0.198975,0.219604,,
140.360000,0.199280,0.219971,,
140.370000,0.199585,0.220306,,
140.380000,0.199890,0.220642,,
140.390000,0.200195,0.221008,,
140.400000,0.200500,0.221313,,
140.410000,0.200958,0.221649,,
140.420000,0.201263,0.222015,,
140.430000,0.201569,0.222290,,
140.440000,0.201874,0.222626,,
140.450000,0.202179,0.222961,,
140.460000,0.202484,0.223328,,
140.470000,0.202789,0.223694,,
140.480000,0.203094,0.223999,,
140.490000,0.203400,0.224274,,
140.500000,0.203552,0.224518,,
140.510000,0.203857,0.224823,,
140.520000,0.204163,0.225128,,
140.530000,0.204468,0.225464,,
140.540000,0.204773,0.225830,,
140.550000,0.205078,0.226135,,
140.560000,0.205383,0.226501,,
140.570000,0.205688,0.226837,,
140.580000,0.205994,0.227173,,
140.590000,0.206299,0.227509,,
140.600000,0.206604,0.227875,,
140.610000,0.206909,0.228180,,
140.620000,0.207367,0.228729,,
140.630000,0.207672,0.229004,,
140.640000,0.207977,0.229340,,
140.650000,0.208282,0.229706,,
140.660000,0.208588,0.230011,,
140.670000,0.208893,0.230347,,
140.680000,0.209198,0.230652,,
140.690000,0.209503,0.231018,,
140.700000,0.209808,0.231384,,
140.710000,0.210114,0.231689,,
140.720000,0.210419,0.231995,,
140.730000,0.210724,0.232391,,
140.740000,0.211029,0.232666,,
140.750000,0.211182,0.232849,,
140.760000,0.211487,0.233215,,
140.770000,0.211792,0.233582,,
140.780000,0.212097,0.233917,,
140.790000,0.212555,0.234253,,
140.800000,0.212708,0.234497,,
140.810000,0.213013,0.234894,,
140.820000,0.213318,0.235229,,
140.830000,0.213623,0.235535,,
140.840000,0.213928,0.235901,,
140.850000,0.214233,0.236237,,
140.860000,0.214539,0.236572,,
140.870000,0.214844,0.236877,,
140.880000,0.215149,0.237213,,
140.890000,0.215454,0.237518,,
140.900000,0.215759,0.237915,,
140.910000,0.216064,0.238251,,
140.920000,0.216370,0.238556,,
140.930000,0.216675,0.238892,,
140.940000,0.216980,0.239258,,
140.950000,0.217285,0.239594,,
140.960000,0.217590,0.239929,,
140.970000,0.217896,0.240234,,
140.980000,0.218201,0.240601,,
140.990000,0.218353,0.240845,,
141.000000,0.218658,0.241089,,
141.010000,0.218964,0.241425,,
141.020000,0.219269,0.241791,,
141.030000,0.219574,0.242096,,
141.040000,0.219879,0.242462,,
141.050000,0.220184,0.242737,,
141.060000,0.220490,0.243103,,
141.070000,0.220795,0.243408,,
141.080000,0.221100,0.243774,,
141.090000,0.221405,0.244110,,
141.100000,0.221710,0.244446,,
141.110000,0.222015,0.244751,,
141.120000,0.222321,0.245117,,
141.130000,0.222626,0.245453,,
141.140000,0.222931,0.245789,,
141.150000,0.223236,0.246155,,
141.160000,0.223541,0.246460,,
141.170000,0.223846,0.246796,,
141.180000,0.224152,0.247162,,
141.190000,0.224457,0.247498,,
141.200000,0.224762,0.247833,,
141.210000,0.225067,0.248169,,
141.220000,0.225372,0.248505,,
141.230000,0.225677,0.248810,,
141.240000,0.225830,0.249054,,
141.250000,0.226135,0.249298,,
141.260000,0.226440,0.249634,,
141.270000,0.226593,0.249939,,
141.280000,0.227051,0.250336,,
141.290000,0.227203,0.250641,,
141.300000,0.227661,0.251007,,
141.310000,0.227814,0.251312,,
141.320000,0.228271,0.251709,,
141.330000,0.228577,0.251984,,
141.340000,0.228882,0.252350,,
141.350000,0.229187,0.252686,,
141.360000,0.229492,0.253021,,
141.370000,0.229797,0.253357,,
141.380000,0.230103,0.253723,,
141.390000,0.230408,0.253998,,
141.400000,0.230560,0.254333,,
141.410000,0.231018,0.254730,,
141.420000,0.231171,0.255005,,
141.430000,0.231476,0.255310,,
141.440000,0.231781,0.255646,,
141.450000,0.232086,0.256042,,
141.460000,0.232544,0.256378,,
141.470000,0.232849,0.256714,,
141.480000,0.233154,0.257019,,
141.490000,0.233307,0.257263,,
141.500000,0.233459,0.257477,,
141.510000,0.233765,0.257874,,
141.520000,0.234070,0.258179,,
141.530000,0.234375,0.258453,,
141.540000,0.234680,0.258850,,
141.550000,0.235138,0.259186,,
141.560000,0.235443,0.259552,,
141.570000,0.235596,0.259857,,
141.580000,0.235901,0.260223,,
141.590000,0.236359,0.260498,,
141.600000,0.236511,0.260895,,
141.610000,0.236816,0.261200,,
141.620000,0.237122,0.261566,,
141.630000,0.237427,0.261902,,
141.640000,0.237732,0.262177,,
141.650000,0.238190,0.262543,,
141.660000,0.238342,0.262848,,
141.670000,0.238647,0.263184,,
141.680000,0.238953,0.263519,,
141.690000,0.239258,0.263855,,
141.700000,0.239563,0.264221,,
141.710000,0.239868,0.264496,,
141.720000,0.240173,0.264862,,
141.730000,0.240631,0.265259,,
141.740000,0.240784,0.265533,,
141.750000,0.240936,0.265747,,
141.760000,0.241241,0.266083,,
141.770000,0.241547,0.266418,,
141.780000,0.241852,0.266724,,
141.790000,0.242157,0.267090,,
141.800000,0.242462,0.267395,,
141.810000,0.242767,0.267731,,
141.820000,0.243225,0.268097,,
141.830000,0.243378,0.268433,,
141.840000,0.243683,0.268738,,
141.850000,0.243988,0.269104,,
141.860000,0.244293,0.269440,,
141.870000,0.244598,0.269745,,
141.880000,0.244904,0.270081,,
141.890000,0.245209,0.270447,,
141.900000,0.245514,0.270752,,
141.910000,0.245819,0.271088,,
141.920000,0.246124,0.271423,,
141.930000,0.246429,0.271759,,
141.940000,0.246735,0.272095,,
141.950000,0.247040,0.272430,,
141.960000,0.247345,0.272766,,
141.970000,0.247650,0.273132,,
141.980000,0.247955,0.273499,,
141.990000,0.248260,0.273743,,
142.000000,0.248413,0.274017,,
142.010000,0.248718,0.274292,,
142.020000,0.249023,0.274628,,
142.030000,0.249329,0.274933,,
142.040000,0.249634,0.275269,,
142.050000,0.249939,0.275635,,
142.060000,0.250244,0.276001,,
142.070000,0.250549,0.276306,,
142.080000,0.250854,0.276642,,
142.090000,0.251160,0.276978,,
142.100000,0.251465,0.277313,,
142.110000,0.251770,0.277618,,
142.120000,0.252075,0.277985,,
142.130000,0.252380,0.278320,,
142.140000,0.252686,0.278656,,
142.150000,0.252991,0.278961,,
142.160000,0.253296,0.279297,,
142.170000,0.253601,0.279633,,
142.180000,0.253906,0.280029,,
142.190000,0.254211,0.280334,,
142.200000,0.254517,0.280670,,
142.210000,0.254822,0.281036,,
142.220000,0.255127,0.281311,,
142.230000,0.255432,0.281647,,
142.240000,0.255737,0.282074,,
142.250000,0.256042,0.282349,,
142.260000,0.256348,0.282684,,
142.270000,0.256653,0.283020,,
142.280000,0.256958,0.283325,,
142.290000,0.257263,0.283691,,
142.300000,0.257568,0.284027,,
142.310000,0.257874,0.284363,,
142.320000,0.258179,0.284698,,
142.330000,0.258484,0.285004,,
142.340000,0.258789,0.285370,,
142.350000,0.259094,0.285706,,
142.360000,0.259399,0.286011,,
142.370000,0.259705,0.286377,,
142.380000,0.260010,0.286713,,
142.390000,0.260315,0.287018,,
142.400000,0.260468,0.287323,,
142.410000,0.260925,0.287720,,
142.420000,0.261230,0.288025,,
142.430000,0.261536,0.288391,,
142.440000,0.261688,0.288666,,
142.450000,0.261993,0.289001,,
142.460000,0.262451,0.289398,,
142.470000,0.262756,0.289734,,
142.480000,0.263062,0.290039,,
142.490000,0.263214,0.290314,,
142.500000,0.263519,0.290527,,
142.510000,0.263824,0.290894,,
142.520000,0.264130,0.291229,,
142.530000,0.264282,0.291504,,
142.540000,0.264587,0.291870,,
142.550000,0.264893,0.292175,,
142.560000,0.265198,0.292542,,
142.570000,0.265503,0.292877,,
142.580000,0.265808,0.293213,,
142.590000,0.266113,0.293549,,
142.600000,0.266418,0.293915,,
142.610000,0.266724,0.294220,,
142.620000,0.267181,0.294586,,
142.630000,0.267487,0.294891,,
142.640000,0.267639,0.295227,,
142.650000,0.267944,0.295502,,
142.660000,0.268250,0.295929,,
142.670000,0.268555,0.296265,,
142.680000,0.268860,0.296570,,
142.690000,0.269318,0.296936,,
142.700000,0.269470,0.297272,,
142.710000,0.269775,0.297577,,
142.720000,0.270081,0.297913,,
142.730000,0.270386,0.298248,,
142.740000,0.270691,0.298523,,
142.750000,0.270844,0.298737,,
142.760000,0.271149,0.299072,,
142.770000,0.271454,0.299408,,
142.780000,0.271759,0.299774,,
142.790000,0.272064,0.300140,,
142.800000,0.272522,0.300446,,
142.810000,0.272675,0.300720,,
142.820000,0.272980,0.301086,,
142.830000,0.273285,0.301453,,
142.840000,0.273590,0.301758,,
142.850000,0.273895,0.302124,,
142.860000,0.274200,0.302429,,
142.870000,0.274506,0.302795,,
142.880000,0.274811,0.303070,,
142.890000,0.275116,0.303467,,
142.900000,0.275421,0.303802,,
142.910000,0.275726,0.304108,,
142.920000,0.276031,0.304474,,
142.930000,0.276337,0.304779,,
142.940000,0.276642,0.305115,,
142.950000,0.276947,0.305481,,
142.960000,0.277252,0.305786,,
142.970000,0.277557,0.306091,,
142.980000,0.277863,0.306458,,
142.990000,0.278015,0.306671,,
143.000000,0.278320,0.306946,,
143.010000,0.278625,0.307312,,
143.020000,0.278931,0.307617,,
143.030000,0.279236,0.307983,,
143.040000,0.279541,0.308319,,
143.050000,0.279846,0.308655,,
143.060000,0.279999,0.308960,,
143.070000,0.280457,0.309357,,
143.080000,0.280762,0.309631,,
143.090000,0.281067,0.309937,,
143.100000,0.281372,0.310333,,
143.110000,0.281677,0.310638,,
143.120000,0.281982,0.311005,,
143.130000,0.282288,0.311310,,
143.140000,0.282593,0.311676,,
143.150000,0.282898,0.312012,,
143.160000,0.283203,0.312347,,
143.170000,0.283508,0.312653,,
143.180000,0.283813,0.313049,,
143.190000,0.284119,0.313324,,
143.200000,0.284424,0.313660,,
143.210000,0.284729,0.313995,,
143.220000,0.285034,0.314392,,
143.230000,0.285339,0.314697,,
143.240000,0.285492,0.314911,,
143.250000,0.285645,0.315155,,
143.260000,0.285950,0.315521,,
143.270000,0.286407,0.315887,,
143.280000,0.286713,0.316223,,
143.290000,0.287018,0.316528,,
143.300000,0.287323,0.316895,,
143.310000,0.287628,0.317230,,
143.320000,0.287933,0.317535,,
143.330000,0.288239,0.317902,,
143.340000,0.288544,0.318207,,
143.350000,0.288849,0.318542,,
,,,133.120000,139.000000
,,,133.130000,157.000000
,,,133.140000,159.000000
,,,133.150000,135.000000
,,,133.160000,168.000000
,,,133.170000,147.000000
,,,133.180000,162.000000
,,,133.190000,147.000000
,,,133.200000,158.000000
,,,133.210000,136.000000
,,,133.220000,150.000000
,,,133.230000,113.000000
,,,133.240000,144.000000
,,,133.250000,143.000000
,,,133.260000,130.000000
,,,133.270000,140.000000
,,,133.280000,142.000000
,,,133.290000,155.000000
,,,133.300000,128.000000
,,,133.310000,147.000000
,,,133.320000,144.000000
,,,133.330000,141.000000
,,,133.340000,120.000000
,,,133.350000,157.000000
,,,133.360000,129.000000
,,,133.370000,128.000000
,,,133.380000,144.000000
,,,133.390000,128.000000
,,,133.400000,132.000000
,,,133.410000,133.000000
,,,133.420000,138.000000
,,,133.430000,127.000000
,,,133.440000,137.000000
,,,133.450000,145.000000
,,,133.460000,134.000000
,,,133.470000,153.000000
,,,133.480000,133.000000
,,,133.490000,140.000000
,,,133.500000,141.000000
,,,133.510000,159.000000
,,,133.520000,151.000000
,,,133.530000,139.000000
,,,133.540000,113.000000
,,,133.550000,146.000000
,,,133.560000,132.000000
,,,133.570000,155.000000
,,,133.580000,148.000000
,,,133.590000,140.000000
,,,133.600000,169.000000
,,,133.610000,150.000000
,,,133.620000,160.000000
,,,133.630000,138.000000
,,,133.640000,144.000000
,,,133.650000,137.000000
,,,133.660000,129.000000
,,,133.670000,126.000000
,,,133.680000,139.000000
,,,133.690000,156.000000
,,,133.700000,164.000000
,,,133.710000,128.000000
,,,133.720000,152.000000
,,,133.730000,148.000000
,,,133.740000,126.000000
,,,133.750000,146.000000
,,,133.760000,136.000000
,,,133.770000,164.000000
,,,133.780000,155.000000
,,,133.790000,139.000000
,,,133.800000,164.000000
,,,133.810000,163.000000
,,,133.820000,132.000000
,,,133.830000,167.000000
,,,133.840000,158.000000
,,,133.850000,141.000000
,,,133.860000,143.000000
,,,133.870000,127.000000
,,,133.880000,144.000000
,,,133.890000,144.000000
,,,133.900000,121.000000
,,,133.910000,142.000000
,,,133.920000,153.000000
,,,133.930000,152.000000
,,,133.940000,154.000000
,,,133.950000,144.000000
,,,133.960000,138.000000
,,,133.970000,129.000000
,,,133.980000,154.000000
,,,133.990000,124.000000
,,,134.000000,137.000000
,,,134.010000,147.000000
,,,134.020000,146.000000
,,,134.030000,148.000000
,,,134.040000,157.000000
,,,134.050000,144.000000
,,,134.060000,144.000000
,,,134.070000,149.000000
,,,134.080000,161.000000
,,,134.090000,141.000000
,,,134.100000,176.000000
,,,134.110000,125.000000
,,,134.120000,129.000000
,,,134.130000,153.000000
,,,134.140000,154.000000
,,,134.150000,142.000000
,,,134.160000,134.000000
,,,134.170000,148.000000
,,,134.180000,164.000000
,,,134.190000,137.000000
,,,134.200000,144.000000
,,,134.210000,135.000000
,,,134.220000,145.000000
,,,134.230000,141.000000
,,,134.240000,133.000000
,,,134.250000,151.000000
,,,134.260000,145.000000
,,,134.270000,165.000000
,,,134.280000,124.000000
,,,134.290000,150.000000
,,,134.300000,160.000000
,,,134.310000,127.000000
,,,134.320000,146.000000
,,,134.330000,143.000000
,,,134.340000,148.000000
,,,134.350000,134.000000
,,,134.360000,169.000000
,,,134.370000,173.000000
,,,134.380000,129.000000
,,,134.390000,151.000000
,,,134.400000,170.000000
,,,134.410000,133.000000
,,,134.420000,142.000000
,,,134.430000,148.000000
,,,134.440000,157.000000
,,,134.450000,134.000000
,,,134.460000,130.000000
,,,134.470000,152.000000
,,,134.480000,156.000000
,,,134.490000,139.000000
,,,134.500000,119.000000
,,,134.510000,149.000000
,,,134.520000,130.000000
,,,134.530000,126.000000
,,,134.540000,154.000000
,,,134.550000,150.000000
,,,134.560000,144.000000
,,,134.570000,122.000000
,,,134.580000,162.000000
,,,134.590000,127.000000
,,,134.600000,136.000000
,,,134.610000,141.000000
,,,134.620000,154.000000
,,,134.630000,148.000000
,,,134.640000,107.000000
,,,134.650000,132.000000
,,,134.660000,140.000000
,,,134.670000,153.000000
,,,134.680000,154.000000
,,,134.690000,153.000000
,,,134.700000,131.000000
,,,134.710000,146.000000
,,,134.720000,143.000000
,,,134.730000,131.000000
,,,134.740000,155.000000
,,,134.750000,158.000000
,,,134.760000,138.000000
,,,134.770000,138.000000
,,,134.780000,135.000000
,,,134.790000,136.000000
,,,134.800000,155.000000
,,,134.810000,166.000000
,,,134.820000,127.000000
,,,134.830000,123.000000
,,,134.840000,150.000000
,,,134.850000,147.000000
,,,134.860000,133.000000
,,,134.870000,167.000000
,,,134.880000,165.000000
,,,134.890000,136.000000
,,,134.900000,152.000000
,,,134.910000,142.000000
,,,134.920000,156.000000
,,,134.930000,138.000000
,,,134.940000,139.000000
,,,134.950000,135.000000
,,,134.960000,168.000000
,,,134.970000,150.000000
,,,134.980000,156.000000
,,,134.990000,153.000000
,,,135.000000,154.000000
,,,135.010000,160.000000
,,,135.020000,150.000000
,,,135.030000,146.000000
,,,135.040000,144.000000
,,,135.050000,164.000000
,,,135.060000,128.000000
,,,135.070000,122.000000
,,,135.080000,162.000000
,,,135.090000,142.000000
,,,135.100000,138.000000
,,,135.110000,138.000000
,,,135.120000,133.000000
,,,135.130000,128.000000
,,,135.140000,135.000000
,,,135.150000,132.000000
,,,135.160000,143.000000
,,,135.170000,148.000000
,,,135.180000,143.000000
,,,135.190000,166.000000
,,,135.200000,145.000000
,,,135.210000,143.000000
,,,135.220000,153.000000
,,,135.230000,162.000000
,,,135.240000,154.000000
,,,135.250000,134.000000
,,,135.260000,152.000000
,,,135.270000,150.000000
,,,135.280000,154.000000
,,,135.290000,131.000000
,,,135.300000,133.000000
,,,135.310000,153.000000
,,,135.320000,155.000000
,,,135.330000,143.000000
,,,135.340000,173.000000
,,,135.350000,150.000000
,,,135.360000,143.000000
,,,135.370000,163.000000
,,,135.380000,143.000000
,,,135.390000,148.000000
,,,135.400000,139.000000
,,,135.410000,125.000000
,,,135.420000,148.000000
,,,135.430000,153.000000
,,,135.440000,129.000000
,,,135.450000,141.000000
,,,135.460000,153.000000
,,,135.470000,151.000000
,,,135.480000,150.000000
,,,135.490000,140.000000
,,,135.500000,165.000000
,,,135.510000,159.000000
,,,135.520000,143.000000
,,,135.530000,138.000000
,,,135.540000,156.000000
,,,135.550000,149.000000
,,,135.560000,159.000000
,,,135.570000,147.000000
,,,135.580000,158.000000
,,,135.590000,139.000000
,,,135.600000,133.000000
,,,135.610000,166.000000
,,,135.620000,135.000000
,,,135.630000,127.000000
,,,135.640000,134.000000
,,,135.650000,161.000000
,,,135.660000,145.000000
,,,135.670000,123.000000
,,,135.680000,151.000000
,,,135.690000,144.000000
,,,135.700000,140.000000
,,,135.710000,116.000000
,,,135.720000,120.000000
,,,135.730000,148.000000
,,,135.740000,144.000000
,,,135.750000,156.000000
,,,135.760000,135.000000
,,,135.770000,153.000000
,,,135.780000,150.000000
,,,135.790000,158.000000
,,,135.800000,122.000000
,,,135.810000,151.000000
,,,135.820000,142.000000
,,,135.830000,131.000000
,,,135.840000,137.000000
,,,135.850000,150.000000
,,,135.860000,123.000000
,,,135.870000,142.000000
,,,135.880000,158.000000
,,,135.890000,133.000000
,,,135.900000,133.000000
,,,135.910000,139.000000
,,,135.920000,136.000000
,,,135.930000,154.000000
,,,135.940000,156.000000
,,,135.950000,167.000000
,,,135.960000,146.000000
,,,135.970000,136.000000
,,,135.980000,131.000000
,,,135.990000,129.000000
,,,136.000000,141.000000
,,,136.010000,163.000000
,,,136.020000,138.000000
,,,136.030000,141.000000
,,,136.040000,156.000000
,,,136.050000,157.000000
,,,136.060000,158.000000
,,,136.070000,137.000000
,,,136.080000,147.000000
,,,136.090000,153.000000
,,,136.100000,149.000000
,,,136.110000,143.000000
,,,136.120000,129.000000
,,,136.130000,140.000000
,,,136.140000,138.000000
,,,136.150000,139.000000
,,,136.160000,131.000000
,,,136.170000,140.000000
,,,136.180000,136.000000
,,,136.190000,148.000000
,,,136.200000,131.000000
,,,136.210000,145.000000
,,,136.220000,146.000000
,,,136.230000,141.000000
,,,136.240000,144.000000
,,,136.250000,132.000000
,,,136.260000,134.000000
,,,136.270000,155.000000
,,,136.280000,135.000000
,,,136.290000,133.000000
,,,136.300000,135.000000
,,,136.310000,160.000000
,,,136.320000,142.000000
,,,136.330000,185.000000
,,,136.340000,133.000000
,,,136.350000,134.000000
,,,136.360000,143.000000
,,,136.370000,152.000000
,,,136.380000,126.000000
,,,136.390000,158.000000
,,,136.400000,139.000000
,,,136.410000,151.000000
,,,136.420000,149.000000
,,,136.430000,132.000000
,,,136.440000,153.000000
,,,136.450000,130.000000
,,,136.460000,136.000000
,,,136.470000,137.000000
,,,136.480000,146.000000
,,,136.490000,140.000000
,,,136.500000,131.000000
,,,136.510000,152.000000
,,,136.520000,145.000000
,,,136.530000,144.000000
,,,136.540000,163.000000
,,,136.550000,153.000000
,,,136.560000,149.000000
,,,136.570000,155.000000
,,,136.580000,159.000000
,,,136.590000,158.000000
,,,136.600000,138.000000
,,,136.610000,149.000000
,,,136.620000,147.000000
,,,136.630000,148.000000
,,,136.640000,126.000000
,,,136.650000,156.000000
,,,136.660000,113.000000
,,,136.670000,130.000000
,,,136.680000,138.000000
,,,136.690000,162.000000
,,,136.700000,152.000000
,,,136.710000,144.000000
,,,136.720000,160.000000
,,,136.730000,139.000000
,,,136.740000,127.000000
,,,136.750000,152.000000
,,,136.760000,148.000000
,,,136.770000,137.000000
,,,136.780000,139.000000
,,,136.790000,150.000000
,,,136.800000,129.000000
,,,136.810000,147.000000
,,,136.820000,147.000000
,,,136.830000,151.000000
,,,136.840000,153.000000
,,,136.850000,144.000000
,,,136.860000,141.000000
,,,136.870000,126.000000
,,,136.880000,146.000000
,,,136.890000,148.000000
,,,136.900000,136.000000
,,,136.910000,139.000000
,,,136.920000,132.000000
,,,136.930000,145.000000
,,,136.940000,146.000000
,,,136.950000,158.000000
,,,136.960000,143.000000
,,,136.970000,140.000000
,,,136.980000,153.000000
,,,136.990000,134.000000
,,,137.000000,143.000000
,,,137.010000,137.000000
,,,137.020000,132.000000
,,,137.030000,141.000000
,,,137.040000,134.000000
,,,137.050000,154.000000
,,,137.060000,135.000000
,,,137.070000,122.000000
,,,137.080000,147.000000
,,,137.090000,127.000000
,,,137.100000,145.000000
,,,137.110000,147.000000
,,,137.120000,140.000000
,,,137.130000,148.000000
,,,137.140000,144.000000
,,,137.150000,153.000000
,,,137.160000,135.000000
,,,137.170000,154.000000
,,,137.180000,167.000000
,,,137.190000,143.000000
,,,137.200000,140.000000
,,,137.210000,140.000000
,,,137.220000,149.000000
,,,137.230000,120.000000
,,,137.240000,149.000000
,,,137.250000,131.000000
,,,137.260000,138.000000
,,,137.270000,134.000000
,,,137.280000,133.000000
,,,137.290000,143.000000
,,,137.300000,148.000000
,,,137.310000,137.000000
,,,137.320000,142.000000
,,,137.330000,141.000000
,,,137.340000,160.000000
,,,137.350000,163.000000
,,,137.360000,156.000000
,,,137.370000,138.000000
,,,137.380000,139.000000
,,,137.390000,125.000000
